formula,target
Li2Ni(PO3)4,1.0642547178552926
Li3NbNi3O8,6.824285698672529
Te3MoWS,0.0
LiNi3O3F,0.2428363744947271
CsRb2YBr6,0.17806698117434872
Li6Co(SiO4)2,1.2719045027076608
LiTiV3O10,16.36966120115074
TaBi4ClO8,25.21907405631472
Sr3VN3,25.376776902320398
TiMn5O12,28.633557694956224
LiFe5O5F,28.323753764889954
Al2CoCl8,0.0
K2Ti(GeO3)3,6.212807820250865
TlGaO3,0.14634380760863852
Sn3SbSe2I5,28.093412163291482
Li3Mn(OF)2,23.94065082226431
BaH6(C2O5)2,1.9735504445203191
Na2Bi5AuO11,21.035879002797387
K2LiTlBr6,0.03228580209075554
CaCuAsO5,4.6124698120080625
LiBi4B3O11,1.0250755278886847
KAlSi2,1.0780256362290004
Mg2H4Ru,23.899383770566793
OsClF8,9.314491510685102
NaLiO,4.9733536322904754
LiMn(Si2O5)2,8.618778113319829
LiCoSnO4,10.707594976562072
NbAg7S6,7.2216333847549965
PWO5,5.819201296769396
Cs3SbI6,13.642058799497075
LiMgCoF6,11.416763339763019
NaMnO4,23.45576223058426
Cs2BiAuBr6,32.35847725578537
Li4FeO4,10.682397977914889
LiSb(PO4)2,20.72039640420117
Fe3Pb4BrO8,26.837092962589455
PbS2O3,1.0277460448938438
Li3MnAlO4,11.735836471885511
Li2MgBr4,1.1511644510442016
Li4Mn3FeO8,21.421993195300434
Cd(GaO2)2,23.828519648405692
ZnIn2O4,7.614644911239832
NbBiO4,3.8647186179427964
Li2SbS2,30.638656009404613
Li2Bi(BO3)2,5.54103055762458
HfSnO3,2.8851974993958773
Li4TiS4,15.980377187713065
TeI2,25.34336242170914
Cr3AuO8,32.26335243669855
TePHO5,18.670210042097363
LiV(PO3)3,0.9726291847669852
MgTe,20.89822588444267
YMgCrS4,7.312030816082404
ZnGeN2,27.812530540168495
Na3VO3,7.281082292328785
CaC2,2.4645467936582155
AlSBr3N,23.439778353652866
V2SO8,22.991834705260196
TiNb(BiO3)3,15.192675735100448
LiCa2Ta3O10,5.313720030323077
Te2As(SeF2)3,25.960090955530507
Cu2Ag(SO5)2,5.54389141205403
Li3CrO3,6.11726257702799
H3CO3,0.5748553886158607
Li3Cr(PO4)2,3.718074511100354
PbICl,6.912671761601226
Cs2GaAgCl6,13.534122413648882
Mn2NiO4,27.04267776622257
Li2VOF4,5.223064821797376
Li5MnCr3O8,16.969720696446274
Li2Ag3F6,5.5210835937838425
Cu3Sn4PbO12,14.888269145476404
Li2CrSi4O11,15.473297454444603
Ga4SiO8,5.946783843376365
K2BiAuCl6,26.53885139792656
Li4MnOF5,27.659139261547466
Ga3NO3,6.082777347487283
Li3Mn2CoO6,31.586247476444512
GaSi3C3N,2.291631274330104
H4Pb(CO3)2,3.559316302540111
B2AsP,18.496910039302968
Si2W,20.277484961329417
KAgCO3,7.798854356776543
K2AlInCl6,2.885456699641855
Tl2Pt(CN)4,8.98835230637177
RbGe2N3,19.68095196945649
NaY3SiS7,14.690834516259873
Cd5(S2Cl)2,25.659141894691206
Bi2(CN2)3,24.038972046308004
TaHO3,2.7200008957154584
LiV2OF5,23.88964565715572
CrSbO4,27.84622256633759
Ba3WO6,2.8061778691290757
